tradeline_id,report_id,creditor_name,account_reference,account_type,account_status_raw,section_group,date_opened,date_reported,last_activity_date,high_credit,credit_limit,balance,past_due_amount,late_30_count,late_60_count,late_90_count,bureau_source,credit_utilization_ratio,account_age_months,is_derogatory_flag
7071,723,Fifth Third,ACCT0007071,Revolving,CLOSED,CLOSED,2016-02-25,2021-06-29,2021-04-04,15000,15000,0,0,0,0,0,EF,0.0,65,0
7072,723,KeyBank,ACCT0007072,Mortgage,PAID,CLOSED,2020-09-21,2021-06-06,2020-12-02,148984,148984,0,0,0,0,0,XP/TU,0.0,10,0
7073,723,Regions Bank,ACCT0007073,Revolving,AS AGREED,OPEN,2011-10-31,2021-06-27,2021-05-02,7500,7500,5278,0,0,0,0,TU/EF,0.7037,117,0
7074,723,Fifth Third,ACCT0007074,Installment,AS AGREED,OPEN,2021-04-05,2021-06-15,2020-12-12,45890,0,16062,0,0,0,0,TU/EF,,3,0
7075,723,AT&T,ACCT0007075,Revolving,AS AGREED,OPEN,2015-04-19,2021-06-24,2021-04-12,300,300,117,0,0,0,0,XP/TU,0.39,75,0
7076,723,KeyBank,ACCT0007076,Installment,PAID,CLOSED,2013-08-18,2021-05-25,2021-01-24,18227,0,0,0,1,0,0,XP/TU,,95,0
7077,723,Citi,ACCT0007077,Revolving,PAID,CLOSED,2014-01-28,2021-05-27,2021-05-15,1500,1500,0,0,0,0,0,EF,0.0,90,0
7078,724,Santander,ACCT0007078,Installment,AS AGREED,OPEN,2013-11-12,2023-06-14,2023-04-04,35564,0,17341,0,0,0,0,XP,,115,0
7079,724,Wells Fargo,ACCT0007079,Revolving,AS AGREED,OPEN,2018-02-08,2023-06-03,2023-02-26,500,500,47,0,0,0,0,TU/EF,0.094,64,0
7080,724,Portfolio Recovery,ACCT0007080,Other,AS AGREED,OPEN,2022-12-15,2023-05-26,2023-01-27,1500,1500,240,0,0,0,0,TU/EF,0.16,6,0
7081,724,Capital One,ACCT0007081,Installment,AS AGREED,OPEN,2023-03-23,2023-05-08,2023-03-18,52604,0,45796,-259,0,0,0,XP/EF,,3,0
7082,724,Toyota Motor Credit,ACCT0007082,Auto,AS AGREED,OPEN,2016-07-06,2023-06-04,2023-04-08,38309,0,7425,0,0,0,0,TU/EF,,83,0
7083,724,HSBC,ACCT0007083,Installment,AS AGREED,OPEN,2023-06-17,2023-05-11,2023-01-24,16916,0,9951,0,0,0,0,XP/TU/EF,,0,0
7084,724,Jefferson Capital,ACCT0007084,Mortgage,CLOSED,CLOSED,2016-04-30,2023-05-16,2023-02-06,530214,530214,0,0,0,0,0,XP/TU,0.0,86,0
7085,724,Barclays,ACCT0007085,Installment,AS AGREED,OPEN,2016-06-18,2023-06-13,2022-12-16,59562,0,13745,0,0,0,0,TU/EF,,84,0
7086,724,Verizon,ACCT0007086,Revolving,AS AGREED,OPEN,2019-11-15,2023-05-25,2023-02-13,3000,3000,746,0,0,0,0,XP/EF,0.2487,43,0
7087,724,Verizon,ACCT0007087,Mortgage,AS AGREED,OPEN,2016-12-17,2023-05-07,2022-11-01,489931,489931,268038,0,0,0,0,TU/EF,0.5471,78,0
7088,724,AT&T,ACCT0007088,Mortgage,AS AGREED,OPEN,2015-05-17,2023-05-16,2023-02-19,487003,487003,220776,0,0,0,0,XP/TU,0.4533,97,0
7089,725,Verizon,ACCT0007089,Installment,CUR WAS 30,DEROGATORY,2013-02-05,2022-07-09,2022-05-09,41255,0,21222,3729,4,0,0,XP,,114,1
7090,725,HSBC,ACCT0007090,Other,CHARGE OFF,DEROGATORY,2014-08-12,2022-07-05,2022-05-30,5000,5000,4865,4865,6,1,4,TU/EF,0.973,96,1
7091,725,Cavalry Portfolio,ACCT0007091,Revolving,CUR WAS 30,DEROGATORY,2022-05-10,2022-07-10,2022-06-01,7500,7500,6988,1438,1,0,0,XP,0.9317,3,1
7092,725,Upgrade,ACCT0007092,Mortgage,AS AGREED,OPEN,2017-09-06,2022-08-07,2022-01-25,168002,168002,99332,0,0,0,0,XP/TU,0.5913,59,0
7093,725,Truist,ACCT0007093,Other,CUR WAS 90,DEROGATORY,2018-03-18,2022-08-06,2022-02-02,500,500,53,14,2,3,1,XP/TU/EF,0.106,53,1
7094,725,Upgrade,ACCT0007094,Revolving,CHARGE OFF,DEROGATORY,2020-06-17,2022-07-12,2022-02-14,3000,3000,1870,1870,5,3,2,TU/EF,0.6233,26,1
7095,725,Wells Fargo,ACCT0007095,Installment,COLLECTION,DEROGATORY,2010-01-20,2022-07-10,2022-01-22,38583,0,24368,24368,2,3,2,TU,,151,1
7096,725,Rocket Mortgage,ACCT0007096,Other,AS AGREED,OPEN,2022-05-10,2022-07-05,2021-12-27,7500,7500,2695,0,0,0,0,XP/TU,0.3593,3,0
7097,725,Regions Bank,ACCT0007097,Auto,AS AGREED,OPEN,2022-05-10,2022-07-26,2022-07-20,23896,0,8716,0,0,4,0,XP,,3,0
7098,725,AT&T,ACCT0007098,Installment,AS AGREED,OPEN,2019-12-03,2022-07-04,2022-04-16,44357,0,5844,0,0,0,0,EF,,32,0
7099,725,Toyota Motor Credit,ACCT0007099,Installment,CUR WAS 90,DEROGATORY,2017-01-26,2022-08-04,2022-03-22,38616,0,22284,4401,3,2,1,XP/EF,,67,1
7100,725,Barclays,ACCT0007100,Other,CUR WAS 90,DEROGATORY,2021-11-01,2022-07-16,2022-01-30,15000,15000,11819,1616,1,3,1,TU/EF,0.7879,9,1
7101,725,Santander,ACCT0007101,Installment,CUR WAS 30,DEROGATORY,2016-05-23,2022-08-06,2022-01-21,16091,0,3547,786,4,0,0,XP,,75,1
7102,725,Regions Bank,ACCT0007102,Auto,AS AGREED,OPEN,2013-12-25,2022-08-08,2022-01-30,48848,0,21722,0,0,0,0,XP/EF,,104,0
7103,726,LVNV Funding,ACCT0007103,Revolving,CUR WAS 30,DEROGATORY,2014-06-29,2023-01-23,2022-10-20,5000,5000,5900,468,2,0,0,XP/EF,1.18,103,1
7104,726,Navy Federal,ACCT0007104,Installment,COLLECTION,DEROGATORY,2010-09-23,2023-01-12,2022-08-19,16532,0,10283,10283,1,3,1,XP,,148,1
7105,726,HSBC,ACCT0007105,Mortgage,COLLECTION,DEROGATORY,2013-10-05,2023-01-16,2022-08-15,244216,244216,169997,169997,2,2,0,XP/TU,0.6961,111,1
7106,726,Navient,ACCT0007106,Installment,AS AGREED,OPEN,2021-03-30,2023-01-06,2022-10-06,15626,0,13292,0,0,0,0,XP/TU/EF,,22,0
7107,726,Ally Financial,ACCT0007107,Revolving,PAID,CLOSED,2022-07-12,2022-12-27,2022-11-06,2000,2000,0,0,0,0,0,XP/EF,0.0,6,0
7108,726,Portfolio Recovery,ACCT0007108,Other,CHARGE OFF,DEROGATORY,2017-04-27,2023-01-12,2022-11-13,750,750,835,835,4,1,2,XP,1.1133,69,1
7109,726,LVNV Funding,ACCT0007109,Mortgage,AS AGREED,OPEN,2022-10-27,2022-12-23,2022-09-02,383867,383867,195437,0,0,0,0,EF,0.5091,3,0
7110,726,LVNV Funding,ACCT0007110,Auto,PAID,CLOSED,2014-11-27,2023-01-22,2022-08-17,5615,0,0,0,0,0,0,EF,,98,0
7111,726,GTE Southwest,ACCT0007111,Installment,CHARGE OFF,DEROGATORY,2010-06-09,2023-01-24,2022-09-09,15038,0,7249,7249,4,1,2,XP/TU/EF,,151,1
7112,726,Sallie Mae,ACCT0007112,Other,CHARGE OFF,DEROGATORY,2018-05-31,2022-12-15,2022-11-23,15000,15000,10607,10607,4,3,3,XP/TU,0.7071,56,1
7113,726,Upgrade,ACCT0007113,Revolving,COLLECTION,DEROGATORY,2015-04-30,2023-01-03,2022-06-21,5000,5000,2453,2453,5,3,2,TU/EF,0.4906,93,1
7114,726,SoFi,ACCT0007114,Auto,AS AGREED,OPEN,2019-10-02,2023-01-21,2022-10-15,58138,0,19569,0,0,0,0,XP/TU/EF,,39,0
7115,726,GTE Southwest,ACCT0007115,Other,CHARGE OFF,DEROGATORY,2021-06-03,2022-12-28,2022-10-29,1000,1000,830,830,4,4,3,TU,0.83,19,1
7116,727,Fifth Third,ACCT0007116,Installment,CUR WAS 60,DEROGATORY,2019-06-20,2021-07-17,2021-03-12,22737,0,17766,2239,2,1,0,XP/TU/EF,,25,1
7117,727,Wells Fargo,ACCT0007117,Auto,CUR WAS 90,DEROGATORY,2021-04-21,2021-07-11,2021-03-28,10549,0,6493,1559,2,3,2,TU/EF,,3,1
7118,727,USAA,ACCT0007118,Auto,CUR WAS 30,DEROGATORY,2017-04-26,2021-07-18,2021-05-13,33921,0,15730,4470,1,0,0,TU/EF,,51,1
7119,727,Santander,ACCT0007119,Mortgage,CHARGE OFF,DEROGATORY,2011-10-16,2021-06-19,2021-04-02,568654,568654,514699,514699,7,1,3,XP/EF,0.9051,117,1
7120,727,Discover,ACCT0007120,Installment,AS AGREED,OPEN,2010-08-12,2021-06-15,2021-03-12,36641,0,20689,0,0,0,0,XP/TU,,131,0
7121,727,Discover,ACCT0007121,Auto,CUR WAS 90,DEROGATORY,2014-12-26,2021-07-04,2021-03-12,39825,0,21761,6028,3,1,2,XP/TU,,79,1
7122,727,TD Bank,ACCT0007122,Revolving,AS AGREED,OPEN,2020-07-15,2021-06-14,2020-12-18,5000,5000,5362,0,0,0,0,EF,1.0724,12,0
7123,727,KeyBank,ACCT0007123,Revolving,AS AGREED,OPEN,2020-03-22,2021-07-01,2020-12-26,7500,7500,8180,0,0,0,0,TU/EF,1.0907,16,0
7124,727,LVNV Funding,ACCT0007124,Revolving,AS AGREED,OPEN,2015-04-23,2021-06-19,2021-02-26,500,500,387,0,0,0,0,TU/EF,0.774,75,0
7125,727,KeyBank,ACCT0007125,Installment,CUR WAS 30,DEROGATORY,2014-01-22,2021-06-11,2020-12-30,16793,0,2838,712,3,0,0,XP,,90,1
7126,728,Sallie Mae,ACCT0007126,Auto,CUR WAS 60,DEROGATORY,2011-04-17,2021-10-29,2021-05-19,50949,0,15395,5302,2,2,0,XP/TU/EF,,127,1
7127,728,Truist,ACCT0007127,Revolving,CUR WAS 90,DEROGATORY,2020-08-28,2021-10-05,2021-07-10,300,300,339,37,4,3,2,XP/EF,1.13,15,1
7128,728,GTE Southwest,ACCT0007128,Auto,COLLECTION,DEROGATORY,2016-01-19,2021-11-05,2021-07-13,42692,0,38726,38726,3,1,1,TU,,70,1
7129,728,Capital One,ACCT0007129,Auto,CHARGE OFF,DEROGATORY,2009-03-29,2021-10-25,2021-04-14,29884,0,26223,26223,3,4,4,TU/EF,,152,1
7130,728,GEMB/JCP,ACCT0007130,Mortgage,COLLECTION,DEROGATORY,2019-03-05,2021-10-08,2021-04-27,331961,331961,83479,-498,1,0,2,TU,0.2515,32,1
7131,728,Portfolio Recovery,ACCT0007131,Other,AS AGREED,OPEN,2012-10-16,2021-10-05,2021-06-19,1000,1000,647,0,0,0,0,TU,0.647,109,0
7132,728,AT&T,ACCT0007132,Other,COLLECTION,DEROGATORY,2019-11-13,2021-10-07,2021-05-27,5000,5000,1717,1717,2,2,1,XP/TU/EF,0.3434,24,1
7133,728,Fifth Third,ACCT0007133,Revolving,CUR WAS 30,DEROGATORY,2018-07-10,2021-11-04,2021-05-20,3000,3000,2507,483,1,0,0,XP,0.8357,40,1
7134,728,Navient,ACCT0007134,Revolving,CLOSED,CLOSED,2015-08-15,2021-09-29,2021-07-01,1500,1500,0,0,0,0,0,XP/EF,0.0,75,0
7135,728,USAA,ACCT0007135,Installment,PAID,CLOSED,2014-10-08,2021-10-12,2021-07-02,15110,0,0,0,0,0,0,XP/TU/EF,,85,0
7136,728,Navy Federal,ACCT0007136,Installment,AS AGREED,OPEN,2017-10-06,2021-11-09,2021-06-21,17725,0,2717,0,0,0,0,XP/TU,,49,0
7137,728,Truist,ACCT0007137,Mortgage,AS AGREED,OPEN,2010-08-18,2021-10-18,2021-07-15,312612,312612,155097,0,0,0,0,TU/EF,0.4961,135,0
7138,728,Portfolio Recovery,ACCT0007138,Revolving,CLOSED,CLOSED,2016-04-29,2021-10-15,2021-09-28,300,300,0,0,0,0,0,XP/TU,0.0,67,0
7139,728,LVNV Funding,ACCT0007139,Auto,CUR WAS 90,DEROGATORY,2013-03-02,2021-10-15,2021-05-15,14657,0,3971,563,2,1,1,XP/TU,,104,1
7140,728,AT&T,ACCT0007140,Auto,AS AGREED,OPEN,2020-02-25,2021-10-30,2021-07-10,42724,0,23993,-307,0,0,0,XP/TU/EF,,21,0
7141,729,KeyBank,ACCT0007141,Installment,PAID,CLOSED,2020-07-06,2020-10-15,2020-05-25,29466,0,0,0,0,0,0,TU/EF,,4,0
7142,729,GEMB/JCP,ACCT0007142,Other,AS AGREED,OPEN,2011-04-24,2020-10-19,2020-09-16,750,750,173,0,0,0,0,XP/EF,0.2307,115,0
7143,729,Barclays,ACCT0007143,Installment,AS AGREED,OPEN,2009-07-21,2020-10-20,2020-09-11,26889,0,4951,0,0,0,0,EF,,136,0
7144,729,Toyota Motor Credit,ACCT0007144,Revolving,AS AGREED,OPEN,2016-09-21,2020-10-28,2020-08-07,7500,7500,982,0,0,0,0,XP/EF,0.1309,50,0
7145,729,Ford Motor Credit,ACCT0007145,Mortgage,AS AGREED,OPEN,2010-05-20,2020-10-14,2020-04-18,314536,314536,117738,0,0,0,0,EF,0.3743,126,0
7146,729,Cavalry Portfolio,ACCT0007146,Other,AS AGREED,OPEN,2012-11-27,2020-09-18,2020-05-06,750,750,316,0,0,5,0,XP/EF,0.4213,96,0
7147,729,GTE Southwest,ACCT0007147,Installment,AS AGREED,OPEN,2010-11-04,2020-10-10,2020-08-31,46980,0,34844,0,0,0,0,XP/TU,,120,0
7148,729,LVNV Funding,ACCT0007148,Auto,AS AGREED,OPEN,2017-09-30,2020-10-22,2020-04-28,54495,0,42681,0,0,0,0,EF,,38,0
7149,729,Marcus by Goldman,ACCT0007149,Revolving,AS AGREED,OPEN,2014-12-03,2020-10-15,2020-07-10,10000,10000,232,0,0,0,0,EF,0.0232,71,0
7150,729,USAA,ACCT0007150,Other,AS AGREED,OPEN,2018-04-07,2020-10-23,2020-07-11,750,750,383,0,0,0,0,XP/EF,0.5107,31,0
7151,729,Capital One,ACCT0007151,Auto,AS AGREED,OPEN,2012-04-13,2020-09-26,2020-06-15,41753,0,33091,0,0,0,0,TU/EF,,103,0
7152,729,Regions Bank,ACCT0007152,Other,AS AGREED,OPEN,2012-02-28,2020-09-28,2020-09-11,300,300,231,0,0,0,0,XP/TU,0.77,105,0
7153,729,TD Bank,ACCT0007153,Installment,AS AGREED,OPEN,2011-08-06,2020-10-10,2020-07-01,58941,0,29413,0,0,0,0,XP/TU,,111,0
7154,729,Discover,ACCT0007154,Installment,AS AGREED,OPEN,2018-07-09,2020-10-18,2020-08-08,36000,0,29499,0,0,0,0,EF,,28,0
7155,729,American Express,ACCT0007155,Installment,AS AGREED,OPEN,2017-11-11,2020-10-17,2020-09-27,49251,0,21544,0,0,0,0,XP/TU/EF,,36,0
7156,730,Jefferson Capital,ACCT0007156,Installment,CHARGE OFF,DEROGATORY,2017-01-24,2022-09-15,2022-04-25,23080,0,22601,22601,5,1,4,XP,,69,1
7157,730,Ally Financial,ACCT0007157,Revolving,AS AGREED,OPEN,2018-03-09,2022-09-22,2022-05-03,300,300,122,0,0,0,0,EF,0.4067,55,0
7158,730,KeyBank,ACCT0007158,Auto,AS AGREED,OPEN,2018-10-21,2022-09-18,2022-06-09,21683,0,7712,0,0,0,0,EF,,48,0
7159,730,Sallie Mae,ACCT0007159,Other,AS AGREED,OPEN,2010-07-26,2022-09-06,2022-08-24,5000,5000,2687,0,0,0,0,TU/EF,0.5374,147,0
7160,730,Fifth Third,ACCT0007160,Installment,AS AGREED,OPEN,2020-09-20,2022-09-10,2022-03-14,9991,0,6402,0,0,0,0,XP,,25,0
7161,730,Synchrony,ACCT0007161,Mortgage,AS AGREED,OPEN,2017-12-17,2022-10-02,2022-04-13,518522,518522,279557,0,0,0,0,TU/EF,0.5391,58,0
7162,730,American Express,ACCT0007162,Installment,AS AGREED,OPEN,2010-12-11,2022-09-14,2022-03-29,39293,0,6657,0,2,0,0,XP/TU,,142,0
7163,730,GEMB/JCP,ACCT0007163,Auto,AS AGREED,OPEN,2017-02-23,2022-09-09,2022-05-22,64318,0,49316,0,0,0,0,XP/TU,,68,0
7164,730,Toyota Motor Credit,ACCT0007164,Other,AS AGREED,OPEN,2017-11-21,2022-10-04,2022-09-07,15000,15000,7261,0,0,0,0,TU,0.4841,59,0
7165,730,Portfolio Recovery,ACCT0007165,Installment,AS AGREED,OPEN,2019-06-28,2022-09-01,2022-07-31,33924,0,13292,0,1,0,0,XP,,40,0
7166,730,Wells Fargo,ACCT0007166,Mortgage,AS AGREED,OPEN,2018-11-14,2022-09-12,2022-08-27,323224,323224,181657,0,0,0,0,EF,0.562,47,0
7167,730,Chase,ACCT0007167,Other,AS AGREED,OPEN,2017-11-01,2022-10-04,2022-09-25,5000,5000,2742,0,0,0,0,XP,0.5484,59,0
7168,730,LendingClub,ACCT0007168,Revolving,AS AGREED,OPEN,2011-02-09,2022-09-11,2022-04-29,10000,10000,6346,0,0,0,0,XP/TU,0.6346,140,0
7169,731,Navy Federal,ACCT0007169,Revolving,COLLECTION,DEROGATORY,2020-11-14,2023-01-27,2022-08-17,3000,3000,2339,2339,1,1,0,XP/EF,0.7797,27,1
7170,731,KeyBank,ACCT0007170,Other,PAID,CLOSED,2018-06-24,2022-12-29,2022-07-11,3000,3000,3666,0,0,0,0,EF,0.0,56,0
7171,731,LendingClub,ACCT0007171,Other,AS AGREED,OPEN,2020-02-22,2023-01-11,2022-06-30,5000,5000,743,0,2,0,0,XP,0.1486,36,0
7172,731,Verizon,ACCT0007172,Auto,AS AGREED,OPEN,2012-12-08,2023-01-30,2022-11-13,18925,0,8568,0,0,0,0,XP,,122,0
7173,731,Jefferson Capital,ACCT0007173,Other,AS AGREED,OPEN,2011-02-11,2023-01-15,2022-12-30,300,300,158,0,0,0,0,XP/TU/EF,0.5267,144,0
7174,731,Navient,ACCT0007174,Auto,AS AGREED,OPEN,2017-01-15,2022-12-22,2022-06-21,32739,0,14609,0,0,0,0,TU,,73,0
7175,731,SoFi,ACCT0007175,Mortgage,AS AGREED,OPEN,2020-11-22,2022-12-21,2022-12-09,432545,432545,129664,-480,0,0,0,EF,0.2998,27,0
7176,731,GEMB/JCP,ACCT0007176,Revolving,AS AGREED,OPEN,2019-06-09,2022-12-25,2022-06-27,7500,7500,4620,0,0,0,0,XP/TU,0.616,44,0
7177,731,Portfolio Recovery,ACCT0007177,Revolving,AS AGREED,OPEN,2017-04-11,2023-01-22,2023-01-20,7500,7500,5159,0,0,0,0,XP/EF,0.6879,70,0
7178,731,Cavalry Portfolio,ACCT0007178,Revolving,AS AGREED,OPEN,2018-05-28,2023-01-23,2022-09-09,500,500,287,0,0,0,0,XP/EF,0.574,57,0
7179,731,Santander,ACCT0007179,Mortgage,CLOSED,CLOSED,2010-08-01,2023-02-02,2023-01-21,137830,137830,0,0,0,0,0,EF,0.0,150,0
7180,731,Bank of America,ACCT0007180,Installment,AS AGREED,OPEN,2010-05-23,2022-12-22,2022-08-20,46212,0,7023,0,1,0,0,TU/EF,,153,0
7181,731,Capital One,ACCT0007181,Other,AS AGREED,OPEN,2022-10-02,2023-02-02,2022-11-08,1000,1000,586,0,0,0,0,XP/EF,0.586,4,0
7182,731,Santander,ACCT0007182,Other,AS AGREED,OPEN,2017-11-11,2023-01-11,2022-12-03,7500,7500,2687,0,0,0,0,XP/TU,0.3583,63,0
7183,731,Toyota Motor Credit,ACCT0007183,Auto,AS AGREED,OPEN,2019-07-04,2023-01-06,2022-08-21,44890,0,25125,0,0,0,0,XP,,43,0
7184,732,Midland Credit,ACCT0007184,Mortgage,CHARGE OFF,DEROGATORY,2021-07-17,2023-09-23,2023-04-28,270404,270404,112011,112011,2,3,4,XP/EF,0.4142,26,1
7185,732,KeyBank,ACCT0007185,Mortgage,AS AGREED,OPEN,2010-11-12,2023-08-24,2023-04-17,399563,399563,327010,0,0,0,0,XP/EF,0.8184,154,0
7186,732,GEMB/JCP,ACCT0007186,Installment,AS AGREED,OPEN,2018-07-25,2023-09-10,2023-04-12,26462,0,7478,0,0,0,0,XP/TU,,62,0
7187,732,GEMB/JCP,ACCT0007187,Auto,AS AGREED,OPEN,2019-03-01,2023-09-26,2023-07-07,34878,0,18059,0,0,0,0,XP/TU,,54,0
7188,732,HSBC,ACCT0007188,Other,AS AGREED,OPEN,2019-09-15,2023-09-22,2023-06-14,750,750,347,0,0,0,0,TU,0.4627,48,0
7189,732,Ford Motor Credit,ACCT0007189,Revolving,AS AGREED,OPEN,2015-01-16,2023-09-11,2023-04-21,5000,5000,3108,0,0,0,0,XP/TU,0.6216,104,0
7190,732,Bank of America,ACCT0007190,Installment,PAID,CLOSED,2016-05-27,2023-08-31,2023-07-16,29812,0,0,0,0,0,0,XP/TU/EF,,88,0
7191,732,Chase,ACCT0007191,Other,AS AGREED,OPEN,2012-01-15,2023-09-08,2023-03-20,750,750,149,0,1,0,0,XP/EF,0.1987,140,0
7192,732,Rocket Mortgage,ACCT0007192,Installment,CLOSED,CLOSED,2016-09-03,2023-08-20,2023-06-21,29065,0,0,0,0,0,0,XP/EF,,84,0
7193,732,Jefferson Capital,ACCT0007193,Revolving,AS AGREED,OPEN,2012-04-15,2023-09-14,2023-06-29,10000,10000,4985,0,2,0,0,XP/TU,0.4985,137,0
7194,732,Pennymac,ACCT0007194,Revolving,AS AGREED,OPEN,2017-01-19,2023-08-17,2023-07-14,7500,7500,2998,0,0,0,0,EF,0.3997,80,0
7195,732,Ford Motor Credit,ACCT0007195,Mortgage,AS AGREED,OPEN,2017-01-26,2023-09-20,2023-08-11,120705,120705,39211,0,2,0,0,TU,0.3248,80,0
7196,732,PNC Bank,ACCT0007196,Revolving,AS AGREED,OPEN,2023-08-10,2023-08-27,2023-05-24,1500,1500,776,0,0,0,0,TU/EF,0.5173,1,0
7197,733,Santander,ACCT0007197,Mortgage,CUR WAS 30,DEROGATORY,2020-12-09,2024-05-19,2024-04-01,382262,382262,297234,41238,1,0,0,EF,0.7776,42,1
7198,733,Capital One,ACCT0007198,Mortgage,PAID,CLOSED,2019-09-13,2024-06-05,2024-01-31,309223,309223,0,0,2,0,0,EF,0.0,57,0
7199,733,American Express,ACCT0007199,Revolving,AS AGREED,OPEN,2015-06-23,2024-06-18,2024-05-04,300,300,153,0,0,0,0,XP/TU,0.51,108,0
7200,733,Cavalry Portfolio,ACCT0007200,Auto,AS AGREED,OPEN,2021-06-11,2024-05-28,2024-02-06,41609,0,6660,0,0,0,0,TU/EF,,36,0
7201,733,LendingClub,ACCT0007201,Other,AS AGREED,OPEN,2012-02-06,2024-05-26,2024-02-16,300,300,141,0,0,0,0,XP/TU/EF,0.47,148,0
7202,733,TD Bank,ACCT0007202,Auto,CLOSED,CLOSED,2019-05-01,2024-06-07,2024-03-14,23704,0,0,0,0,0,0,TU,,61,0
7203,733,Midland Credit,ACCT0007203,Mortgage,AS AGREED,OPEN,2019-12-13,2024-06-19,2024-01-08,431347,431347,275093,0,1,0,0,XP/TU,0.6378,54,0
7204,733,Toyota Motor Credit,ACCT0007204,Installment,AS AGREED,OPEN,2017-05-30,2024-05-29,2024-01-06,19599,0,6705,0,0,0,0,XP/TU,,85,0
7205,733,Verizon,ACCT0007205,Auto,AS AGREED,OPEN,2015-07-30,2024-06-24,2023-12-31,10556,0,7897,0,0,0,0,XP,,107,0
7206,734,Ally Financial,ACCT0007206,Revolving,CUR WAS 30,DEROGATORY,2017-12-25,2020-03-21,2020-01-30,5000,5000,3300,1005,2,0,0,TU/EF,0.66,28,1
7207,734,Sallie Mae,ACCT0007207,Revolving,CLOSED,CLOSED,2016-06-13,2020-04-03,2019-09-17,1500,1500,0,0,0,0,0,XP/EF,0.0,46,0
7208,734,Bank of America,ACCT0007208,Auto,AS AGREED,OPEN,2016-06-09,2020-03-17,2020-01-08,59113,0,18796,0,2,0,0,TU/EF,,46,0
7209,734,Santander,ACCT0007209,Auto,CLOSED,CLOSED,2011-11-04,2020-04-19,2019-11-18,57041,0,0,0,0,0,0,XP,,101,0
7210,734,TD Bank,ACCT0007210,Mortgage,AS AGREED,OPEN,2017-01-20,2020-04-11,2020-02-16,128157,128157,80351,0,0,0,0,XP,0.627,39,0
7211,734,Discover,ACCT0007211,Mortgage,AS AGREED,OPEN,2018-01-31,2020-03-15,2019-11-25,209559,209559,27035,0,0,0,0,XP/EF,0.129,27,0
7212,735,Capital One,ACCT0007212,Mortgage,CHARGE OFF,DEROGATORY,2017-03-11,2021-07-13,2021-02-26,381361,381361,322981,322981,2,1,1,XP/TU/EF,0.8469,53,1
7213,735,Quicken Loans,ACCT0007213,Other,CUR WAS 90,DEROGATORY,2019-02-02,2021-07-20,2021-06-13,3000,3000,932,238,1,1,2,TU,0.3107,30,1
7214,735,Citi,ACCT0007214,Auto,CUR WAS 90,DEROGATORY,2009-05-13,2021-07-23,2021-03-12,5396,0,660,53,2,1,2,XP/TU,,147,1
7215,735,Wells Fargo,ACCT0007215,Installment,AS AGREED,OPEN,2018-05-01,2021-07-24,2021-07-05,19727,0,4324,0,0,0,0,XP/TU/EF,,39,0
7216,735,LendingClub,ACCT0007216,Installment,PAID,CLOSED,2012-04-04,2021-07-04,2021-01-12,37300,0,0,0,0,0,0,XP/TU/EF,,112,0
7217,735,Santander,ACCT0007217,Mortgage,PAID,CLOSED,2017-09-23,2021-08-04,2021-04-29,590995,590995,0,0,0,0,0,XP/EF,0.0,47,0
7218,735,Capital One,ACCT0007218,Other,CHARGE OFF,DEROGATORY,2010-07-02,2021-07-14,2021-01-15,1000,1000,422,422,5,2,3,EF,0.422,133,1
7219,736,Ford Motor Credit,ACCT0007219,Auto,CUR WAS 90,DEROGATORY,2012-05-15,2021-12-24,2021-11-13,38614,0,21800,1326,1,2,2,XP/EF,,115,1
7220,736,KeyBank,ACCT0007220,Auto,CUR WAS 90,DEROGATORY,2016-06-18,2021-12-28,2021-08-12,51065,0,37896,12981,1,1,1,XP/EF,,66,1
7221,736,Portfolio Recovery,ACCT0007221,Revolving,CUR WAS 60,DEROGATORY,2011-07-10,2021-12-04,2021-08-27,3000,3000,2513,789,3,2,0,EF,0.8377,125,1
7222,736,Jefferson Capital,ACCT0007222,Mortgage,CHARGE OFF,DEROGATORY,2013-05-30,2021-11-26,2021-11-04,457528,457528,274686,274686,6,5,3,XP/TU,0.6004,103,1
7223,736,Chase,ACCT0007223,Revolving,AS AGREED,OPEN,2014-06-24,2021-11-29,2021-06-25,5000,5000,5552,0,0,0,0,XP,1.1104,90,0
7224,737,Quicken Loans,ACCT0007224,Installment,CUR WAS 90,DEROGATORY,2015-06-07,2022-03-16,2021-10-12,59900,0,32562,9147,2,2,2,XP/TU,,82,1
7225,737,Marcus by Goldman,ACCT0007225,Installment,CUR WAS 90,DEROGATORY,2011-05-04,2022-03-12,2021-09-15,36176,0,12564,3805,3,2,2,XP,,131,1
7226,737,LendingClub,ACCT0007226,Other,COLLECTION,DEROGATORY,2022-01-07,2022-03-31,2021-12-06,3000,3000,2569,2569,1,1,2,XP/TU,0.8563,3,1
7227,737,Fifth Third,ACCT0007227,Installment,CUR WAS 90,DEROGATORY,2011-02-15,2022-03-06,2021-12-25,42536,0,29692,8969,1,2,2,XP/TU/EF,,134,1
7228,737,USAA,ACCT0007228,Auto,CHARGE OFF,DEROGATORY,2014-03-14,2022-04-02,2021-11-17,39378,0,34239,34239,5,5,2,TU,,97,1
7229,737,LendingClub,ACCT0007229,Other,AS AGREED,OPEN,2018-10-20,2022-04-06,2021-11-12,2000,2000,719,-231,0,0,0,TU/EF,0.3595,42,0
